,driverStandingsId,raceId,driverId,points,position,positionText,wins
226,227,29,5,43.0,5,5,1
227,228,29,6,8.0,15,15,0
228,229,29,7,2.0,18,18,0
229,230,29,8,57.0,3,3,2
230,231,29,9,55.0,4,4,1
231,232,29,15,26.0,7,7,0
232,233,29,17,18.0,9,9,0
233,234,29,14,6.0,16,16,0
234,235,29,18,3.0,17,17,0
235,236,29,12,13.0,11,11,0
236,237,29,21,0.0,19,19,0
237,238,29,22,11.0,12,12,0
238,239,29,19,0.0,22,22,0
239,240,29,11,0.0,20,20,0
240,241,29,13,64.0,2,2,4
241,242,29,10,15.0,10,10,0
242,243,29,16,0.0,21,21,0
243,244,29,20,9.0,14,14,0
244,245,30,1,76.0,1,1,4
245,246,30,2,49.0,5,5,0
246,247,30,3,9.0,14,14,0
247,248,30,4,23.0,8,8,0
248,249,30,5,43.0,6,6,1
249,250,30,6,8.0,15,15,0
250,251,30,7,4.0,17,17,0
251,252,30,8,57.0,4,4,2
252,253,30,9,58.0,3,3,1
253,254,30,15,26.0,7,7,0
254,255,30,17,19.0,9,9,0
255,256,30,14,6.0,16,16,0
256,257,30,18,3.0,18,18,0
257,258,30,12,13.0,11,11,0
258,259,30,21,0.0,19,19,0
259,260,30,22,11.0,13,13,0
260,261,30,19,0.0,22,22,0
261,262,30,11,0.0,21,21,0
262,263,30,13,74.0,2,2,5
263,264,30,10,15.0,10,10,0
264,265,30,16,0.0,20,20,0
265,266,30,20,13.0,12,12,0
266,267,31,1,78.0,1,1,4
267,268,31,2,53.0,5,5,0
268,269,31,3,9.0,14,14,0
269,270,31,4,28.0,7,7,0
270,271,31,5,51.0,6,6,1
271,272,31,6,8.0,15,15,0
272,273,31,7,4.0,17,17,0
273,274,31,8,57.0,4,4,2
274,275,31,9,64.0,3,3,1
275,276,31,15,26.0,8,8,0
276,277,31,17,20.0,10,10,0
277,278,31,14,6.0,16,16,0
278,279,31,18,3.0,18,18,0
279,280,31,12,13.0,12,12,0
280,281,31,21,0.0,19,19,0
281,282,31,22,11.0,13,13,0
282,283,31,19,0.0,22,22,0
283,284,31,11,0.0,21,21,0
284,285,31,13,77.0,2,2,5
285,286,31,10,15.0,11,11,0
286,287,31,16,0.0,20,20,0
287,288,31,20,23.0,9,9,1
288,289,32,1,84.0,1,1,4
289,290,32,2,56.0,5,5,0
290,291,32,3,17.0,12,12,0
291,292,32,4,38.0,7,7,1
292,293,32,5,51.0,6,6,1
293,294,32,6,9.0,15,15,0
294,295,32,7,4.0,17,17,0
295,296,32,8,57.0,4,4,2
296,297,32,9,64.0,3,3,1
297,298,32,15,26.0,9,9,0
298,299,32,17,20.0,11,11,0
299,300,32,14,8.0,16,16,0
300,301,32,18,3.0,18,18,0
301,302,32,12,13.0,13,13,0
302,303,32,21,0.0,19,19,0
303,304,32,22,11.0,14,14,0
304,305,32,19,0.0,22,22,0
305,306,32,11,0.0,21,21,0
306,307,32,13,77.0,2,2,5
307,308,32,10,20.0,10,10,0
308,309,32,16,0.0,20,20,0
309,310,32,20,27.0,8,8,1
310,311,33,1,84.0,1,1,4
311,312,33,2,56.0,5,5,0
312,313,33,3,17.0,13,13,0
313,314,33,4,48.0,7,7,2
314,315,33,5,51.0,6,6,1
315,316,33,6,9.0,15,15,0
316,317,33,7,4.0,17,17,0
317,318,33,8,63.0,4,4,2
318,319,33,9,72.0,3,3,1
319,320,33,15,30.0,9,9,0
320,321,33,17,21.0,10,10,0
321,322,33,14,8.0,16,16,0
322,323,33,18,3.0,18,18,0
323,324,33,12,18.0,12,12,0
324,325,33,21,0.0,19,19,0
325,326,33,22,11.0,14,14,0
326,327,33,19,0.0,22,22,0
327,328,33,11,0.0,21,21,0
328,329,33,13,79.0,2,2,5
329,330,33,10,20.0,11,11,0
330,331,33,16,0.0,20,20,0
331,332,33,20,30.0,8,8,1
332,3459,34,20,30.0,8,8,1
333,3458,34,16,0.0,20,20,0
334,3457,34,10,22.0,10,10,0
335,3456,34,13,87.0,2,2,5
336,3455,34,11,0.0,21,21,0
337,3454,34,19,0.0,22,22,0
338,3453,34,22,11.0,14,14,0
339,3452,34,21,0.0,19,19,0
340,3451,34,12,19.0,12,12,0
341,3450,34,18,3.0,18,18,0
342,3449,34,14,8.0,16,16,0
343,3448,34,17,21.0,11,11,0
344,3447,34,15,30.0,9,9,0
345,3446,34,9,75.0,3,3,1
346,3445,34,8,69.0,4,4,2
347,3444,34,7,4.0,17,17,0
348,3443,34,6,9.0,15,15,0
349,3442,34,5,51.0,7,7,1
350,3441,34,4,53.0,6,6,2
351,3440,34,3,17.0,13,13,0
352,3439,34,2,60.0,5,5,0
353,3438,34,1,94.0,1,1,5
354,355,35,1,98.0,1,1,5
355,356,35,2,60.0,6,6,0
356,357,35,3,17.0,13,13,0
357,358,35,4,61.0,5,5,2
358,359,35,5,53.0,7,7,1
359,360,35,6,9.0,15,15,0
360,361,35,7,4.0,17,17,0
361,362,35,8,75.0,3,3,2
362,363,35,9,75.0,4,4,1
363,364,35,15,31.0,9,9,0
364,365,35,17,21.0,11,11,0
365,366,35,14,8.0,16,16,0
366,367,35,18,3.0,18,18,0
367,368,35,12,19.0,12,12,0
368,369,35,21,0.0,19,19,0
369,370,35,22,11.0,14,14,0
370,371,35,19,0.0,22,22,0
371,372,35,11,0.0,21,21,0
372,373,35,13,97.0,2,2,6
373,374,35,10,25.0,10,10,0
374,375,35,16,0.0,20,20,0
375,376,35,20,35.0,8,8,1
376,13629,36,16,0.0,17,17,0
377,13628,36,19,0.0,16,16,0
378,13627,36,18,0.0,15,15,0
379,13626,36,24,0.0,14,14,0
380,13625,36,17,0.0,13,13,0
381,13624,36,11,0.0,12,12,0
382,13623,36,22,0.0,11,11,0
383,13622,36,5,0.0,10,10,0
384,13621,36,15,0.0,9,9,0
385,13620,36,23,1.0,8,8,0
386,13619,36,3,2.0,7,7,0
387,13618,36,13,3.0,6,6,0
388,13617,36,21,4.0,5,5,0
389,13649,37,9,0.0,20,20,0
390,13648,37,26,0.0,17,17,0
391,13647,37,25,0.0,11,11,0
392,13646,37,16,0.0,19,19,0
393,13645,37,19,0.0,18,18,0
394,13644,37,18,0.0,15,15,0
395,13643,37,24,0.0,16,16,0
396,13642,37,17,0.0,12,12,0
397,13641,37,11,0.0,14,14,0
398,13640,37,22,0.0,13,13,0
399,13639,37,5,1.0,9,9,0
400,13638,37,15,2.0,7,7,0
401,13637,37,23,1.0,10,10,0
402,13635,37,13,7.0,6,6,0
403,13670,38,27,0.0,18,18,0
404,13669,38,9,3.0,8,8,0
405,13668,38,26,0.0,19,19,0
406,13667,38,25,0.0,12,12,0
407,13666,38,16,0.0,20,20,0
408,13665,38,19,0.0,21,21,0
409,13664,38,18,0.0,16,16,0
410,13663,38,24,0.0,17,17,0
411,13662,38,17,0.0,13,13,0
412,13661,38,11,0.0,15,15,0
413,13660,38,22,0.0,14,14,0
414,13659,38,5,1.0,10,10,0
415,13658,38,15,4.0,7,7,0
416,13657,38,23,1.0,11,11,0
417,13656,38,3,2.0,9,9,0
418,13655,38,13,17.0,4,4,1
419,13654,38,21,8.0,6,6,0
420,13653,38,2,15.0,5,5,0
421,13652,38,1,22.0,3,3,0
422,13651,38,4,22.0,1,1,1
423,13650,38,8,22.0,2,2,1
424,13692,39,14,4.0,9,9,0
425,13691,39,27,0.0,20,20,0
426,13690,39,9,8.0,6,6,0
427,13689,39,26,0.0,22,22,0
428,13688,39,25,0.0,14,14,0
429,13687,39,16,0.0,19,19,0
430,13686,39,19,0.0,17,17,0
431,13685,39,18,0.0,18,18,0
432,13684,39,24,0.0,21,21,0
433,13683,39,17,0.0,16,16,0
434,13682,39,11,1.0,12,12,0
435,13681,39,22,0.0,15,15,0
436,13680,39,5,3.0,11,11,0
437,13679,39,15,4.0,10,10,0
438,13678,39,23,1.0,13,13,0
439,13677,39,3,5.0,8,8,0
440,13675,39,21,8.0,7,7,0
441,13714,40,14,4.0,9,9,0
442,13713,40,27,0.0,21,21,0
443,13712,40,9,12.0,7,7,0
444,13711,40,26,0.0,15,15,0
445,13710,40,25,2.0,12,12,0
446,13709,40,16,0.0,20,20,0
447,13708,40,19,0.0,19,19,0
448,13707,40,18,0.0,18,18,0
449,13706,40,24,0.0,22,22,0
450,13705,40,17,0.0,17,17,0
451,13704,40,11,1.0,13,13,0
452,13703,40,22,0.0,16,16,0
453,13702,40,5,3.0,11,11,0
454,13701,40,15,4.0,10,10,0
455,13700,40,23,1.0,14,14,0
456,13699,40,3,5.0,8,8,0
457,13697,40,21,13.0,6,6,0
458,13736,41,14,4.0,11,11,0
459,13735,41,27,0.0,21,21,0
460,13734,41,9,12.0,7,7,0
461,13733,41,26,0.0,16,16,0
462,13732,41,25,8.0,8,8,0
463,13731,41,16,0.0,20,20,0
464,13730,41,19,0.0,18,18,0
465,13729,41,18,0.0,19,19,0
466,13728,41,24,0.0,22,22,0
467,13726,41,11,4.0,12,12,0
468,13724,41,5,8.0,9,9,0
469,13722,41,23,2.0,14,14,0
470,13721,41,3,5.0,10,10,0
471,13720,41,13,33.0,3,3,2
472,13718,41,2,26.0,5,5,0
473,13716,41,4,40.0,2,2,2
474,13759,42,20,1.0,16,16,0
475,13758,42,14,4.0,12,12,0
476,13757,42,27,0.0,22,22,0
477,13756,42,9,12.0,7,7,0
478,13755,42,26,0.0,17,17,0
479,13754,42,25,8.0,9,9,0
480,13753,42,16,0.0,21,21,0
481,13752,42,19,0.0,19,19,0
482,13751,42,18,0.0,20,20,0
483,13750,42,24,0.0,23,23,0
484,13748,42,11,4.0,13,13,0
485,13746,42,5,12.0,8,8,0
486,13744,42,23,2.0,15,15,0
487,13743,42,3,5.0,11,11,0
488,13742,42,13,39.0,3,3,2
489,13740,42,2,26.0,5,5,0
490,13738,42,4,48.0,2,2,2
491,13782,43,20,1.0,17,17,0
492,13781,43,14,4.0,12,12,0
493,13780,43,27,0.0,22,22,0
494,13779,43,9,17.0,6,6,0
495,13778,43,26,0.0,18,18,0
496,13777,43,25,8.0,9,9,0
497,13776,43,16,0.0,21,21,0
498,13775,43,19,0.0,20,20,0
499,13774,43,18,1.0,16,16,0
500,13773,43,24,0.0,23,23,0
501,13772,43,17,2.0,14,14,0
502,13771,43,11,4.0,13,13,0
503,13769,43,5,12.0,8,8,0
504,13767,43,23,2.0,15,15,0
505,13766,43,3,5.0,11,11,0
506,13765,43,13,47.0,3,3,2
507,13763,43,2,30.0,5,5,0
508,13761,43,4,50.0,2,2,2
509,13805,44,20,1.0,17,17,0
510,13804,44,14,4.0,12,12,0
511,13803,44,27,0.0,22,22,0
512,13802,44,9,22.0,6,6,0
513,13801,44,26,0.0,19,19,0
514,13800,44,25,8.0,9,9,0
515,13799,44,16,0.0,21,21,0
516,13798,44,19,0.0,20,20,0
517,13797,44,18,1.0,16,16,0
518,13796,44,24,0.0,23,23,0
519,13795,44,17,2.0,14,14,0
520,13794,44,11,4.0,13,13,0
521,13792,44,5,14.0,8,8,0
522,13790,44,23,2.0,15,15,0
523,13789,44,3,5.0,11,11,0
524,13787,44,21,17.0,7,7,0
525,13784,44,4,58.0,2,2,2
526,13828,45,20,1.0,17,17,0
527,13827,45,14,8.0,11,11,0
528,13826,45,27,0.0,22,22,0
529,13825,45,9,24.0,6,6,0
530,13824,45,26,0.0,19,19,0
531,13823,45,25,13.0,9,9,0
532,13822,45,16,0.0,21,21,0
533,13821,45,19,0.0,20,20,0
534,13820,45,18,1.0,16,16,0
535,13819,45,24,0.0,23,23,0
536,13818,45,17,8.0,10,10,0
537,13817,45,11,4.0,14,14,0
538,13816,45,22,0.0,18,18,0
539,13815,45,5,15.0,8,8,0
540,13814,45,15,7.0,12,12,0
541,13813,45,23,2.0,15,15,0
542,13811,45,13,59.0,3,3,2
543,13809,45,2,36.0,5,5,0
544,13832,46,2,42.0,5,5,0
545,13851,46,20,1.0,17,17,0
546,13850,46,14,8.0,11,11,0
547,13849,46,27,0.0,22,22,0
548,13848,46,9,28.0,6,6,0
549,13847,46,26,0.0,19,19,0
550,13846,46,25,13.0,9,9,0
551,13845,46,16,0.0,21,21,0
552,13844,46,19,0.0,20,20,0
553,13843,46,18,1.0,16,16,0
554,13842,46,24,0.0,23,23,0
555,13841,46,17,8.0,10,10,0
556,13840,46,11,4.0,15,15,0
557,13838,46,5,16.0,8,8,0
558,13837,46,15,7.0,13,13,0
559,13836,46,23,5.0,14,14,0
560,13835,46,3,7.0,12,12,0
561,13833,46,21,17.0,7,7,0
562,13830,46,4,73.0,2,2,3
563,13856,47,21,17.0,8,8,0
564,13875,47,29,0.0,24,24,0
565,13874,47,20,1.0,17,17,0
566,13873,47,14,8.0,12,12,0
567,13872,47,27,0.0,22,22,0
568,13871,47,9,29.0,6,6,0
569,13870,47,26,0.0,19,19,0
570,13869,47,25,13.0,9,9,0
571,13868,47,16,0.0,21,21,0
572,13867,47,19,0.0,20,20,0
573,13866,47,18,1.0,16,16,0
574,13865,47,24,0.0,23,23,0
575,13864,47,17,8.0,11,11,0
576,13863,47,11,4.0,15,15,0
577,13862,47,22,0.0,18,18,0
578,13861,47,5,19.0,7,7,0
579,13858,47,3,9.0,10,10,0
580,13857,47,13,69.0,3,3,3
581,13855,47,2,47.0,5,5,0
582,13853,47,4,79.0,2,2,3
583,13879,48,2,52.0,5,5,0
584,13899,48,29,0.0,24,24,0
585,13898,48,20,1.0,17,17,0
586,13897,48,14,8.0,12,12,0
587,13896,48,27,0.0,22,22,0
588,13895,48,9,33.0,6,6,0
589,13894,48,26,0.0,19,19,0
590,13893,48,25,13.0,9,9,0
591,13892,48,16,0.0,21,21,0
592,13891,48,19,0.0,20,20,0
593,13890,48,18,2.0,16,16,0
594,13889,48,24,0.0,23,23,0
595,13888,48,17,8.0,11,11,0
596,13887,48,11,4.0,15,15,0
597,13886,48,22,0.0,18,18,0
598,13885,48,5,21.0,7,7,0
599,13884,48,15,7.0,13,13,0
600,13881,48,13,69.0,4,4,3
601,13880,48,21,17.0,8,8,0
602,13877,48,4,89.0,2,2,4
603,13903,49,2,56.0,5,5,0
604,13923,49,29,0.0,24,24,0
605,13922,49,20,1.0,17,17,0
606,13921,49,14,8.0,12,12,0
607,13920,49,27,0.0,23,23,0
608,13919,49,9,33.0,6,6,0
609,13918,49,26,0.0,19,19,0
610,13917,49,25,13.0,10,10,0
611,13916,49,16,0.0,22,22,0
612,13915,49,19,0.0,20,20,0
613,13914,49,18,2.0,16,16,0
614,13913,49,24,0.0,21,21,0
615,13912,49,17,10.0,11,11,0
616,13911,49,11,4.0,15,15,0
617,13910,49,22,0.0,18,18,0
618,13909,49,5,22.0,7,7,0
619,13908,49,15,7.0,13,13,0
620,13905,49,13,77.0,4,4,3
621,13904,49,21,17.0,8,8,0
622,13901,49,4,95.0,2,2,4
623,13927,50,2,56.0,5,5,0
624,13947,50,29,0.0,23,23,0
625,13946,50,20,1.0,18,18,0
626,13945,50,14,13.0,11,11,0
627,13944,50,27,0.0,24,24,0
628,13943,50,9,35.0,6,6,0
629,13942,50,26,0.0,21,21,0
630,13941,50,25,13.0,10,10,0
631,13940,50,16,1.0,17,17,0
632,13939,50,19,0.0,22,22,0
633,13938,50,18,2.0,16,16,0
634,13937,50,24,0.0,20,20,0
635,13936,50,17,10.0,12,12,0
636,13935,50,11,4.0,15,15,0
637,13934,50,22,0.0,19,19,0
638,13933,50,5,30.0,7,7,0
639,13932,50,15,7.0,13,13,0
640,13929,50,13,80.0,4,4,3
641,13928,50,21,21.0,8,8,0
642,13925,50,4,95.0,2,2,4
643,13951,51,2,58.0,5,5,0
644,13971,51,29,0.0,23,23,0
645,13970,51,20,6.0,14,14,0
646,13969,51,14,14.0,10,10,0
647,13968,51,27,0.0,24,24,0
648,13967,51,9,35.0,6,6,0
649,13966,51,26,0.0,21,21,0
650,13965,51,25,13.0,11,11,0
651,13964,51,16,1.0,19,19,0
652,13963,51,19,0.0,22,22,0
653,13962,51,18,6.0,15,15,0
654,13961,51,24,3.0,18,18,0
655,13960,51,17,10.0,12,12,0
656,13959,51,11,4.0,17,17,0
657,13958,51,22,0.0,20,20,0
658,13957,51,5,30.0,7,7,0
659,13956,51,15,7.0,13,13,0
660,13955,51,23,5.0,16,16,0
661,13953,51,13,86.0,4,4,3
662,13952,51,21,21.0,8,8,0
663,13949,51,4,103.0,2,2,4
664,13972,52,8,110.0,1,1,6
665,13996,52,6,0.0,22,22,0
666,13995,52,29,0.0,24,24,0
667,13994,52,20,6.0,14,14,0
668,13993,52,14,14.0,10,10,0
669,13992,52,27,0.0,25,25,0
670,13991,52,9,39.0,6,6,0
671,13990,52,26,0.0,21,21,0
672,13989,52,25,13.0,11,11,0
673,13988,52,16,1.0,19,19,0
674,13987,52,19,0.0,23,23,0
675,13986,52,18,6.0,15,15,0
676,13985,52,24,3.0,18,18,0
677,13984,52,17,10.0,12,12,0
678,13983,52,11,4.0,17,17,0
679,13982,52,22,0.0,20,20,0
680,13981,52,5,30.0,7,7,0
681,13980,52,15,8.0,13,13,0
682,13979,52,23,5.0,16,16,0
683,13978,52,3,20.0,9,9,0
684,13977,52,13,94.0,4,4,3
685,13975,52,2,61.0,5,5,0
686,13973,52,4,109.0,3,3,4
687,12824,53,11,0.0,18,18,0
688,12823,53,33,0.0,17,17,0
689,12822,53,15,0.0,16,16,0
690,12821,53,22,0.0,15,15,0
691,12820,53,23,0.0,14,14,0
692,12819,53,26,0.0,13,13,0
693,12818,53,2,0.0,12,12,0
694,12817,53,24,0.0,11,11,0
695,12816,53,14,0.0,10,10,0
696,12815,53,13,0.0,9,9,0
697,12814,53,32,1.0,8,8,0
698,12813,53,3,2.0,7,7,0
699,12812,53,17,3.0,6,6,0
700,12811,53,31,4.0,5,5,0
701,12810,53,18,5.0,4,4,0
702,12809,53,8,6.0,3,3,0
703,12808,53,30,8.0,2,2,0
704,12807,53,4,10.0,1,1,1
705,12845,54,27,0.0,17,17,0
706,12844,54,35,2.0,10,10,0
707,12843,54,21,10.0,4,4,1
708,12842,54,11,0.0,21,21,0
709,12841,54,33,0.0,19,19,0
710,12840,54,15,0.0,13,13,0
711,12839,54,22,0.0,14,14,0
712,12838,54,23,1.0,11,11,0
713,12837,54,26,0.0,20,20,0
714,12836,54,2,0.0,18,18,0
715,12835,54,24,0.0,16,16,0
716,12834,54,14,0.0,15,15,0
717,12833,54,13,4.0,7,7,0
718,12832,54,32,1.0,12,12,0
719,12831,54,3,2.0,9,9,0
720,12830,54,17,3.0,8,8,0
721,12829,54,31,9.0,5,5,0
722,12828,54,18,11.0,3,3,0
723,12827,54,8,6.0,6,6,0
724,12826,54,30,11.0,2,2,0
725,12825,54,4,18.0,1,1,1
726,12867,55,34,0.0,22,22,0
727,12866,55,27,0.0,19,19,0
728,12865,55,35,5.0,9,9,0
729,12864,55,21,14.0,2,2,1
730,12863,55,11,0.0,20,20,0
731,12862,55,33,0.0,21,21,0
732,12861,55,15,0.0,17,17,0
733,12860,55,22,2.0,12,12,0
734,12859,55,23,7.0,7,7,0
735,12858,55,26,0.0,16,16,0
736,12857,55,2,5.0,8,8,0
737,12856,55,24,0.0,18,18,0
738,12855,55,14,1.0,14,14,0
739,12854,55,13,4.0,10,10,0
740,12853,55,32,1.0,15,15,0
741,12852,55,3,2.0,13,13,0
742,12851,55,17,3.0,11,11,0
743,12850,55,31,9.0,6,6,0
744,12849,55,18,11.0,5,5,0
745,12848,55,8,14.0,3,3,0
746,12847,55,30,11.0,4,4,0
747,12846,55,4,28.0,1,1,2
748,12889,56,34,0.0,22,22,0
749,12888,56,27,0.0,19,19,0
750,12887,56,35,5.0,11,11,0
751,12886,56,21,15.0,4,4,1
